Team,LagTime,LapTime,MaxSpeed,AvgSpeed,GatesMissed,GatesTotal
Dédale,989.618,10.382,17.577355439970205,10.68126591880411,0,12
kvr,966.04,33.96,7.347536699843687,3.5642423577972777,0,12
